Browser,Extension Name,Version,Developer/Publisher,Source (Web Store/AMO/Other),Install Date (if known),Enabled (Y/N),Incognito/Private Access (Y/N),Requested Permissions,Host Access (e.g., *://*/*),Risk Flags,Decision (Keep/Remove),Action Taken (Disabled/Removed/None),Evidence (Screenshot file),Notes
Firefox,FoxyProxy,9.2,Eric Jung,AMO (addons.mozilla.org),Unknown,Y,N,"Download files & modify download history; Display notifications; Control proxy settings; Access browser tabs; Clear history/cookies; Modify privacy settings; Access data for all websites","*://*/*","Broad all-sites access; Modifies privacy settings & history; High browser control",Keep,None,"foxyproxy_permissions.png","Used for proxy switching in Kali; optional permissions disabled"
